,Gene,Fold Change,Neg Log P-Value,p-values,Distance
246,BCLAF1,0.0440574788262591,0.025631551905713562,0.9426890187888735,0.05097095146867044
247,BCS1L,-0.35895913046711314,0.29360833054664187,0.5086179340091863,0.46374293429883334
248,BDH2,0.5171375042017381,0.25847185281755874,0.5514779432164065,0.5781339783743422
249,BGN,0.3303349993233766,0.24153512720829504,0.5734094853694128,0.409219292621331
250,BHMT,0.9524502320700847,0.3638457830957166,0.4326674429065256,1.0195808935277737
251,BID,-0.04164957982169426,0.04455236846615045,0.9025008747822709,0.06098853199796925
252,BIN1,-0.56233767347433,0.4575154131858441,0.3487262075625229,0.7249441442698435
253,BLMH,0.12613023277272717,0.1739677304424603,0.6699343859713137,0.2148804478183226
254,BLVRA,0.6836971296593504,1.0483457938129996,0.08946521422433223,1.2515872596466628
255,BLVRB,-0.6138119037728913,0.33907652600525984,0.45806116572641326,0.7012402895592187
256,BMP1,-0.06991203681660352,0.02325876561951649,0.947853535579625,0.07367946165648694
257,BMP1;TLL2,-0.9128779860346334,0.529750639605882,0.29529042194382704,1.0554534369404884
258,BOLA2,0.21914827031031336,0.20025632408978294,0.6305850582640502,0.2968645477620296
259,BPNT1,-0.5244382510476093,0.7085662043971941,0.19562925255095484,0.8815336324699821
260,BRD9,-1.3344748926142262,0.5738532963883868,0.26677596750133886,1.4526289425705272
261,BRIP1,-0.3714495344870592,0.455155911754284,0.3506259766012569,0.5874875834224299
262,BROX,0.6349847266494919,0.2654130177587327,0.5427339413754919,0.6882221102768549
263,BSG,0.18305150430887807,0.1299147231627731,0.7414558171770534,0.22446756675342472
264,BTD,-1.5088507527387662,0.628421002493274,0.23527674192888187,1.6344857143502334
265,BTF3,0.6798398047067842,1.5172792454972923,0.030389304060622464,1.6626239709809885
266,BTF3L4,0.13726545582586525,0.149660938260814,0.7084987065696379,0.20307683719269842
267,BUB3,0.02904294896270443,0.02289519352531947,0.9486473687894749,0.036982195324400155
268,BUD31,0.5582628964946608,1.0645900655691942,0.08618068355362336,1.2020854667249037
269,BZW1,-0.36324213170955844,0.3075377060740557,0.4925635764120769,0.4759456764234722
270,BZW1;BZW2,0.8898105802781338,0.535153751936726,0.2916394349114667,1.0383411804348626
271,BZW2,-0.22483017948925266,0.2451226924788596,0.5686922469731401,0.332616511883062
272,C11orf68,0.1800170998014643,0.10201357801935769,0.7906539081787358,0.2069128471633454
273,C12orf40,0.0655210530220458,0.040881038056850914,0.9101625502125947,0.07722867124147242
274,C1QBP,0.06717331848273744,0.07563681750246193,0.8401622857675328,0.10115919571588144
275,C1QTNF3,-0.6522602618975277,0.6796328324719078,0.209106324071789,0.9419895096148468
276,C1R,-0.6970496214848225,1.207426052909203,0.06202602460457973,1.3941864466620064
277,C2,-0.75557619744907,1.2654647415296518,0.05426693064892334,1.4738712298590757
278,C2CD4D,-0.305346611105783,0.14784859451386032,0.7114615029892607,0.33925765991869683
279,C3,0.12758335013845823,0.08494839219511471,0.8223403639668624,0.15327667979535392
280,C3P1,-0.12414522834210828,0.0503308847905809,0.8905721612218458,0.13395982862006406
281,C4A,0.34908260872665764,0.24834962053109888,0.5644823660331121,0.42841125304238864
282,C4BPA,-0.7096509939448481,0.7260376417634969,0.18791539371524357,1.0152512942441447
283,C5,0.1703574091780773,0.12128716048238478,0.7563326338554803,0.20912250514888783
284,C6,0.7073267151505078,0.3081810226895941,0.49183448642737715,0.7715481998628547
285,C7,-0.3611104021897944,0.24748709868833244,0.5656045588967195,0.4377791527549519
286,C8A,1.239746792284091,0.75582009915636,0.17546071745375436,1.451976629036233
287,C8B,0.8384328559713943,0.7370049955967377,0.18322933457706855,1.1163091048212839
288,C9,0.39687112371331423,0.25052131334895955,0.5616667134361915,0.4693267702566692
289,CA11,-0.07134619718717516,0.08045601641477147,0.8308908637005532,0.1075334851588344
290,CA14,0.034273828419919994,0.02769986372752276,0.9382101699468663,0.0440678767934359
291,CA3,-0.41827629117045007,0.3723686230486517,0.42425930574463855,0.5600120062877724
292,CAB39,0.09613072719567839,0.11415577624959604,0.7688546118444232,0.14924026923829162
293,CACNA2D1,0.31588061247322585,0.21345010592109642,0.6117160761409441,0.38123681492503786
294,CACYBP,0.28902130930898906,0.6707556514857688,0.21342453728082908,0.730374192612787
295,CAD,0.2344209797568908,0.16514108125072907,0.6836895135811222,0.28674862243233273
296,CALD1,0.07070485240868507,0.07599835815712142,0.8394631600895518,0.10380234388833444
297,CALM1;CALM2;CALM3;CALML3,-0.26014921103885413,0.20034228016640973,0.6304602644748656,0.32835139900176225
298,CALM1;CALM2;CALM3;CALML3,-0.6271545854464975,0.928371450646498,0.117931154288023,1.120355490200343
299,CALR,0.07655362980202085,0.23367430580902107,0.5838828163801014,0.24589456974726537
300,CALU,-0.32687800664464106,0.29132871522388987,0.5112946927645022,0.43786031053519375
301,CAND1,-0.05489010654375548,0.1434664944950878,0.7186766016213241,0.15360845952972085
302,CANT1,0.6902356046825453,0.5894268119362576,0.2573790467540599,0.90766136670061
303,CANX,-0.9460787251790137,0.5154508128514598,0.3051751643620621,1.077383169863711
304,CAP1,0.1446207701560951,0.4263141300290313,0.37470187816781964,0.4501765260683323
305,CAPG,-0.07031613396583225,0.25629505716831114,0.5542490314167728,0.2657659026752844
306,CAPN1,-0.3440452027608796,0.6647679050295425,0.21638746292360267,0.7485208541518009
307,CAPN2,0.888171274784149,0.3329915264149537,0.4645243385386633,0.9485418124763195
308,CAPNS1,-0.2933020419133072,0.2982946134931649,0.5031591635785478,0.4183369027823771
309,CAPRIN1,0.19557537065005448,0.14026011932454502,0.7240021913327821,0.24067120034985864
