Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep1_1hr_DMSO.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep1_1hr_Torin1.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep1_6hr_DMSO.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep1_6hr_Torin1.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep1_24hr_DMSO.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep1_24hr_Torin1.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep2_1hr_DMSO.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep2_1hr_Torin1.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep2_6hr_DMSO.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep2_6hr_Torin1.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep2_24hr_DMSO.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep2_24hr_Torin1.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep3_1hr_DMSO.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep3_1hr_Torin1.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep3_6hr_DMSO.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep3_6hr_Torin1.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep3_24hr_DMSO_20240304160237.mzML	H:\Tyler_Cooper\SFRP1_2024_Eclipse_DIA\C8161_Media\tc_C8161_Media_Rep3_24hr_Torin1.mzML
P59190	P59190	RAB15_HUMAN	RAB15	Ras-related protein Rab-15	585571	852153	1.24066e+06	635361	996828	353632		299444	346445	639066	1.06901e+06	531577	1.78557e+06	348334	491207	1.05619e+06	1.17852e+06	313505
P59190;P61026;P62820;Q9H0U4	P59190;Q92930;P51153;Q92928;P61026;P62820;P61006;Q9H0U4	RAB10_HUMAN;RAB15_HUMAN;RAB1A_HUMAN;RAB1B_HUMAN	RAB10;RAB15;RAB1A;RAB1B	Ras-related protein Rab-15	2.17076e+06	1.29125e+06	1.41661e+06	1.51398e+06	2.2305e+06	2.32107e+06		755681	1.53767e+06	1.83518e+06	2.57947e+06	2.09355e+06	2.8758e+06	1.6801e+06	1.63721e+06	1.28879e+06	2.52159e+06	1.77222e+06
P59998	P59998	ARPC4_HUMAN	ARPC4	Actin-related protein 2/3 complex subunit 4	4.42588e+06	4.363e+06	5.05122e+06	5.21461e+06	5.34893e+06	4.33062e+06	2.43426e+06	3.98613e+06	4.81458e+06	4.43367e+06	5.71455e+06	5.28093e+06	3.40742e+06	3.89681e+06	4.45881e+06	5.49328e+06	5.37607e+06	5.04127e+06
P60174	P60174	TPIS_HUMAN	TPI1	Triosephosphate isomerase	9.1592e+06	8.63465e+06	1.02547e+07	1.15413e+07	1.4338e+07	1.39276e+07	7.40023e+06	9.79394e+06	1.10644e+07	1.13813e+07	1.5474e+07	1.70056e+07	5.54866e+06	8.22388e+06	9.633e+06	1.165e+07	1.5983e+07	1.33944e+07
P60228	P60228	EIF3E_HUMAN	EIF3E	Eukaryotic translation initiation factor 3 subunit E	1.26828e+06	1.50127e+06	1.41601e+06	1.50628e+06	1.18329e+06	1.26746e+06		1.42654e+06	1.55724e+06	1.44818e+06	1.32721e+06	1.21656e+06	600613	717039	1.72442e+06	2.09917e+06	1.25397e+06	1.20551e+06
P60323	P60323	NANO3_HUMAN	NANOS3	Nanos homolog 3	3.16961e+06	434321	475768	1.59553e+06	86844.2			487308	175170	297958		224325		4.74303e+06	89640.3			402925
P60660	P60660	MYL6_HUMAN	MYL6	Myosin light polypeptide 6	562437	764106	663963	416741	218667	247488		420799	666423	777762	191805	237801	376737	419147	751096	478756	189923	333853
P60709;P62736;P63261;P63267	P68032;P68133;P60709;P63261;P62736;P63267	ACTA_HUMAN;ACTB_HUMAN;ACTG_HUMAN;ACTH_HUMAN	ACTA2;ACTB;ACTG1;ACTG2	Actin, cytoplasmic 1	4.45137e+07	4.56394e+07	5.38997e+07	3.99645e+07	2.90074e+07	5.36327e+07	6.17619e+07	4.65167e+07	4.53177e+07	6.15209e+07	4.28011e+07	4.39997e+07	6.0562e+07	4.71206e+07	4.09238e+07	5.37729e+07	4.6577e+07	4.81798e+07
P60709;P63261	P60709;P63261	ACTB_HUMAN;ACTG_HUMAN	ACTB;ACTG1	Actin, cytoplasmic 1	1.37504e+07	1.56047e+07	1.78532e+07	1.51183e+07	1.32246e+07	1.36661e+07	8.94633e+06	1.56389e+07	1.38987e+07	1.47778e+07	1.4299e+07	1.22309e+07	1.00662e+07	1.64348e+07	1.64757e+07	1.33005e+07	1.47786e+07	1.30569e+07
P60842	P60842	IF4A1_HUMAN	EIF4A1	Eukaryotic initiation factor 4A-I	4.29138e+06	5.11609e+06	3.86324e+06	3.77109e+06	5.41148e+06	3.21678e+06	1.61613e+06	4.38775e+06	4.8905e+06	4.69553e+06	6.05991e+06	5.33581e+06	2.58737e+06	4.2509e+06	6.08218e+06	5.10298e+06	6.18924e+06	5.11151e+06
P60842;Q14240	P60842;Q14240	IF4A1_HUMAN;IF4A2_HUMAN	EIF4A1;EIF4A2	Eukaryotic initiation factor 4A-I	5.02902e+06	4.03484e+06	4.13448e+06	4.54977e+06	5.40776e+06	4.40238e+06	3.50334e+06	4.73493e+06	5.4316e+06	5.05218e+06	5.66405e+06	5.42671e+06	5.05114e+06	4.66326e+06	4.86689e+06	4.76906e+06	5.15183e+06	5.03498e+06
P60866	P60866	RS20_HUMAN	RPS20	40S ribosomal protein S20	2.39994e+06	2.36436e+06	1.74976e+06	2.53285e+06	1.04306e+06	387025	1.45637e+06	2.36087e+06	2.63451e+06	2.0313e+06	1.08423e+06	972125	1.29968e+06	993907	2.71493e+06	2.2369e+06	981698	880358
P60900	P60900	PSA6_HUMAN	PSMA6	Proteasome subunit alpha type-6	2.31603e+06	2.62406e+06	2.35484e+06	2.79028e+06	2.83264e+06	2.72034e+06	1.68748e+06	2.53707e+06	2.96939e+06	1.98352e+06	2.58989e+06	2.62389e+06	1.74995e+06	2.00316e+06	2.39071e+06	2.98751e+06	2.56566e+06	2.84218e+06
P60953	P60953	CDC42_HUMAN	CDC42	Cell division control protein 42 homolog	535256	612868	538987	326148	579941	462815	1.81256e+06	480099	320843	527400	811847	754028		487012	364984	366535	883016	528859
P60953;P63000	P17081;P63000;Q9H4E5;P84095;P15153;P60763;P60953	CDC42_HUMAN;RAC1_HUMAN	CDC42;RAC1	Cell division control protein 42 homolog	132295	93858.4	163388		293602	129063			183860	216588	302871	358219	167912	85288.2	172123	207517	327577	273178
P60981	P60981	DEST_HUMAN	DSTN	Destrin	387586	287381	414893	284550	386246	508681		471452	489026	304838	531629	799393		250143	317061	398404	474004	358899
P60983	P60983	GMFB_HUMAN	GMFB	Glia maturation factor beta	324025	354833	390829	241763	548306	523098		310997	421461	339853	764815	672956		288158	397526	385742	751432	769802
P61018	P61018	RAB4B_HUMAN	RAB4B	Ras-related protein Rab-4B	3.95381e+06	3.38217e+06	5.4108e+06	3.34406e+06	1.92022e+06	4.08774e+06	4.67987e+06	6.02107e+06	2.42372e+06	5.21044e+06	1.11487e+06	1.73404e+06	1.44939e+06	3.80563e+06	1.76368e+06	3.2903e+06	1.58508e+06	1.98479e+06
P61019	P61019;Q8WUD1	RAB2A_HUMAN	RAB2A	Ras-related protein Rab-2A	191620	188030	220816	203600	513615	339595		77689.3	298740	118229	724111	516227			259011	342685	722467	456448
P61026	P61026	RAB10_HUMAN	RAB10	Ras-related protein Rab-10		334682	220469	161790	820899	456115		61521.6	180361		756606	990244		72866		289764	787872	642509
P61077;P62837	P61077;P62837	UB2D2_HUMAN;UB2D3_HUMAN	UBE2D2;UBE2D3	Ubiquitin-conjugating enzyme E2 D3	362208	243461	145164	459074	464749	453438			331627	252379	816800	744516	533251	518961	228737	661526	764977	361395
P61081	P61081	UBC12_HUMAN	UBE2M	NEDD8-conjugating enzyme Ubc12	363575	407243	287185	314445	534140	352448		242125	332381	341777	587005	432500			432130	430014	672535	367361
P61086	P61086	UBE2K_HUMAN	UBE2K	Ubiquitin-conjugating enzyme E2 K	458477	435391	426715	375523	662192	825103		496628	632604	712076	862668	896151		409523	625382	598025	954572	766066
P61088	P61088	UBE2N_HUMAN	UBE2N	Ubiquitin-conjugating enzyme E2 N	1.23695e+06	1.03821e+06	1.61353e+06	942650	2.01118e+06	1.77516e+06	968174	914011	1.34023e+06	966613	2.60327e+06	2.26804e+06	1.5856e+06	1.04021e+06	1.25739e+06	1.79088e+06	2.4474e+06	1.94199e+06
P61106	P61106	RAB14_HUMAN	RAB14	Ras-related protein Rab-14	169092	154843	174427	162402	245550	254980		237672	164017	126941	342892	255022		130885	162108	150082	273278	199666
P61158	P61158	ARP3_HUMAN	ACTR3	Actin-related protein 3	1.27885e+06	1.30101e+06	1.41493e+06	1.75554e+06	1.72429e+06	1.80547e+06	1.18569e+06	1.26317e+06	1.60625e+06	1.23542e+06	2.18317e+06	2.23799e+06	959015	1.07618e+06	1.60778e+06	1.90366e+06	2.18677e+06	1.85937e+06
P61160	P61160	ARP2_HUMAN	ACTR2	Actin-related protein 2	1.15901e+06	1.21016e+06	1.23809e+06	1.33653e+06	1.26409e+06	1.36321e+06		1.45861e+06	1.31304e+06	1.47516e+06	1.56737e+06	1.58928e+06	1.98972e+06	1.09383e+06	1.36723e+06	1.49884e+06	1.44877e+06	1.32967e+06
P61163	P61163	ACTZ_HUMAN	ACTR1A	Alpha-centractin	471535	368521	308261	599935	397430	375972		415043	664141	440515	552761	520729	42831.5	698354	559406	658485	583308	404323
P61204;P84077	P84077;P61204	ARF1_HUMAN;ARF3_HUMAN	ARF1;ARF3	ADP-ribosylation factor 3	1.23192e+06	1.39745e+06	1.54411e+06	1.09696e+06	2.29057e+06	1.94103e+06		1.02821e+06	1.16347e+06	880369	3.0567e+06	2.51057e+06		1.31409e+06	1.09196e+06	1.33077e+06	3.05001e+06	2.02194e+06
P61224;P62834	A6NIZ1;P62834;P61224	RAP1A_HUMAN;RAP1B_HUMAN	RAP1A;RAP1B	Ras-related protein Rap-1b	1.92261e+06	1.76786e+06	2.85476e+06	1.83004e+06	2.39727e+06	2.05728e+06	1.99038e+06	1.68488e+06	1.57519e+06	2.16701e+06	2.34687e+06	2.35094e+06	1.50168e+06	2.14314e+06	1.77166e+06	2.11724e+06	2.65862e+06	2.57166e+06
P61225	P10114;Q9Y3L5;P61225	RAP2B_HUMAN	RAP2B	Ras-related protein Rap-2b	188318	172125	391163	288973	965779	712884	669817	181744	354099	213841	823412	945912			320793	285077	802127	880776
P61247	P61247	RS3A_HUMAN	RPS3A	40S ribosomal protein S3a	2.62824e+06	2.51984e+06	2.14821e+06	3.15975e+06	1.1702e+06	772910	1.63056e+06	2.86566e+06	2.98445e+06	1.90697e+06	956420	937970	2.15165e+06	2.17282e+06	2.53654e+06	2.47277e+06	892082	1.16913e+06
P61254	P61254;Q9UNX3	RL26_HUMAN	RPL26	60S ribosomal protein L26	2.95145e+06	2.38653e+06	1.70144e+06	2.34578e+06	804064	603802	1.31613e+06	3.06729e+06	2.83013e+06	1.83332e+06	748226	815741	2.50499e+06	1.92483e+06	2.13429e+06	2.09493e+06	832992	925271
P61289	P61289	PSME3_HUMAN	PSME3	Proteasome activator complex subunit 3		124532	144170	216861	133100	104786			250174		186997	209236			286645	132431	172279	174849
P61313	P61313	RL15_HUMAN	RPL15	60S ribosomal protein L15	1.21806e+06	1.88155e+06	1.41019e+06	1.61267e+06	753162	552584	1.74238e+06	1.54739e+06	1.61985e+06	807242	538992	665596	1.42212e+06	857795	1.50514e+06	1.39068e+06	592085	881607
P61326;Q96A72	Q96A72;P61326	MGN2_HUMAN;MGN_HUMAN	MAGOH;MAGOHB	Protein mago nashi homolog	160572	224524		273962	324275	345444		131663	280763	208666	425706	426604		101331	301261	339279	481635	363359
P61353	P61353	RL27_HUMAN	RPL27	60S ribosomal protein L27	4.22429e+06	3.95371e+06	1.92096e+06	3.6108e+06	1.32156e+06	924634	1.45576e+06	3.61824e+06	3.7853e+06	2.52952e+06	1.26829e+06	1.22346e+06	3.33024e+06	2.6215e+06	3.33597e+06	2.27166e+06	1.26234e+06	1.54312e+06
P61457	P61457	PHS_HUMAN	PCBD1	Pterin-4-alpha-carbinolamine dehydratase	378692	277411	400206	216839	524449	410473		125756	395607	223821	656684	537808		184795	366087	335735	630754	388578
P61586	P61586	RHOA_HUMAN	RHOA	Transforming protein RhoA	291793	305511	166878	214327	254232	210931	346039	177850	113365	247724	294747	301916		253981	149426	166906	359168	204613
P61604	P61604	CH10_HUMAN	HSPE1	10 kDa heat shock protein, mitochondrial	2.23339e+06	2.15073e+06	4.04319e+06	1.9888e+06	3.84646e+06	4.75711e+06	1.60401e+06	1.68057e+06	2.14766e+06	3.64209e+06	3.87136e+06	4.19068e+06	2.47563e+06	2.89936e+06	1.45895e+06	2.70756e+06	3.79828e+06	4.6289e+06
P61619	P61619	S61A1_HUMAN	SEC61A1	Protein transport protein Sec61 subunit alpha isoform 1	49477.1	56511.3		75248	43996.4	68814.6		104974			52094.9	32899.9		112604	30864.4	34643.1	49048.9	39755.8
P61626	P61626	LYSC_HUMAN	LYZ	Lysozyme C	1.16455e+06	623682	498768	900151	129808	182785	834678	844033	159365	120245	31295.5	1.17788e+06		6.2687e+06	80879	669056	44774.2	955511
P61758	P61758	PFD3_HUMAN	VBP1	Prefoldin subunit 3	317412	324913	166106	360306	198361	189790		209894	297847	304378	238600	259102		107512	293089	285899	235005	157917
P61769	P61769	B2MG_HUMAN	B2M	Beta-2-microglobulin	199850	406442	2.44874e+06	3.47827e+06	4.97145e+06	6.43437e+06	608434	1.20346e+06	1.97188e+06	1.39205e+06	5.85427e+06	6.64126e+06		3.93503e+06	3.26505e+06	3.53185e+06	6.62406e+06	5.69191e+06
P61916	P61916	NPC2_HUMAN	NPC2	NPC intracellular cholesterol transporter 2	211862	90876.8	932684	546227	1.63946e+06	1.61281e+06			881844	474268	2.47335e+06	1.82964e+06		460895	1.29149e+06	1.06961e+06	2.77065e+06	1.64325e+06
P61927	P61927	RL37_HUMAN	RPL37	60S ribosomal protein L37	974186	680024	527424	629066	336259	179215	582162	630840	867127	494724	240201	220127	2.1953e+06	330449	866220	675158	199358	238998
P61970	P61970	NTF2_HUMAN	NUTF2	Nuclear transport factor 2	1.05748e+06	703290	425196	372229	337775	236787		579378	407305	627210	299065	377781			504339	339456	371547	300250
P61978	P61978	HNRPK_HUMAN	HNRNPK	Heterogeneous nuclear ribonucleoprotein K	3.96231e+06	3.23866e+06	3.33455e+06	3.50192e+06	1.93055e+06	2.14685e+06	2.41885e+06	2.79223e+06	3.91315e+06	3.15955e+06	2.52645e+06	2.47903e+06	5.84125e+06	2.71414e+06	4.36911e+06	4.13083e+06	2.41501e+06	2.58242e+06
P61981	P61981	1433G_HUMAN	YWHAG	14-3-3 protein gamma	2.10012e+06	2.37765e+06	2.74511e+06	1.84065e+06	1.86029e+06	2.14697e+06	2.23356e+06	1.91286e+06	2.32147e+06	1.83531e+06	2.27886e+06	1.7966e+06	2.22827e+06	1.57126e+06	2.28242e+06	2.32925e+06	2.20181e+06	2.35567e+06
P62070	P62070	RRAS2_HUMAN	RRAS2	Ras-related protein R-Ras2	1.66896e+06	2.04326e+06	3.02873e+06	2.79733e+06	4.94896e+06	3.5766e+06	1.07631e+06	1.95127e+06	3.00154e+06	2.00075e+06	4.40255e+06	4.26047e+06	835477	1.43325e+06	2.84617e+06	2.49527e+06	4.39104e+06	4.57192e+06
P62081	P62081	RS7_HUMAN	RPS7	40S ribosomal protein S7	2.19936e+06	1.81855e+06	1.13507e+06	1.80977e+06	664732	333234	979836	2.48988e+06	2.29176e+06	1.07115e+06	567602	558111	4.27303e+06	1.98106e+06	1.76122e+06	1.5052e+06	600898	607751
P62136	P62136	PP1A_HUMAN	PPP1CA	Serine/threonine-protein phosphatase PP1-alpha catalytic subunit	343380	562485	312964	383475	286692	340487		468989	384216		461327	270788			555534	368893	336859	180767
P62140	P62140	PP1B_HUMAN	PPP1CB	Serine/threonine-protein phosphatase PP1-beta catalytic subunit	176113	239043	300399		122971			163483	115777		172234	145602	117239		82774.4	224028	150115	151463
P62191	P62191	PRS4_HUMAN	PSMC1	26S proteasome regulatory subunit 4	407622	577424	405061	588670	525607	407519		533034	645795	381447	526628	566584	466687	349423	713239	478012	518503	603850
P62195	P62195	PRS8_HUMAN	PSMC5	26S proteasome regulatory subunit 8	1.27749e+06	1.14292e+06	665603	1.07031e+06	894591	571876	2.49902e+06	1.31719e+06	1.17446e+06	940990	659323	833849	977331	949690	895220	822455	704582	841832
P62241	P62241	RS8_HUMAN	RPS8	40S ribosomal protein S8	2.6513e+06	2.3449e+06	2.15664e+06	2.91493e+06	1.15519e+06	971468	1.84877e+06	2.8512e+06	3.12273e+06	1.8605e+06	923742	1.0519e+06	2.23006e+06	2.1693e+06	2.36189e+06	2.39646e+06	904988	1.34618e+06
P62244	P62244	RS15A_HUMAN	RPS15A	40S ribosomal protein S15a	2.7778e+06	2.62892e+06	1.4942e+06	2.48466e+06	821245	495561	2.71308e+06	2.43979e+06	2.53764e+06	1.97766e+06	938742	770968	2.78685e+06	1.73737e+06	2.58389e+06	2.03923e+06	793115	713463
P62249	P62249	RS16_HUMAN	RPS16	40S ribosomal protein S16	3.07947e+06	2.79547e+06	2.69478e+06	2.82239e+06	1.10082e+06	785687	2.83912e+06	3.432e+06	3.86556e+06	2.65049e+06	1.34669e+06	1.45036e+06	1.19402e+06	2.26249e+06	3.04524e+06	3.10446e+06	1.28273e+06	1.60845e+06
P62258	P62258	1433E_HUMAN	YWHAE	14-3-3 protein epsilon	2.62808e+06	2.52076e+06	3.26368e+06	2.36164e+06	2.34132e+06	3.99054e+06	1.86198e+06	2.79025e+06	2.5371e+06	2.57459e+06	2.754e+06	2.34658e+06	1.49855e+06	3.11742e+06	2.89787e+06	3.07852e+06	2.65931e+06	4.18817e+06
P62263	P62263	RS14_HUMAN	RPS14	40S ribosomal protein S14	5.48014e+06	3.81407e+06	2.78096e+06	3.2849e+06	1.13651e+06	1.00193e+06	5.50422e+06	3.57219e+06	4.18804e+06	3.03959e+06	1.05178e+06	1.03403e+06	5.01378e+06	4.53826e+06	3.9216e+06	3.01866e+06	1.16745e+06	1.11117e+06
P62266	P62266	RS23_HUMAN	RPS23	40S ribosomal protein S23	1.25477e+06	1.15547e+06	777725	1.2345e+06	563734	302360		1.06178e+06	1.193e+06	784503	506674	389863		1.39897e+06	1.06593e+06	714858	435956	470118
P62269	P62269	RS18_HUMAN	RPS18	40S ribosomal protein S18	7.45087e+06	6.76041e+06	5.32671e+06	6.87625e+06	2.45712e+06	1.80449e+06	3.7711e+06	6.8458e+06	7.86506e+06	5.93945e+06	2.38701e+06	2.01776e+06	6.92451e+06	5.41919e+06	6.41305e+06	5.7809e+06	1.90343e+06	2.36347e+06
P62273	P62273	RS29_HUMAN	RPS29	40S ribosomal protein S29	222254	407686	435099	189898	52475.3			538968	619027		128508	165320			453203	496567	155758	79574.6
P62277	P62277	RS13_HUMAN	RPS13	40S ribosomal protein S13	6.44512e+06	6.21494e+06	4.55632e+06	5.08077e+06	1.59312e+06	993552	2.52802e+06	6.36911e+06	6.46165e+06	4.17901e+06	1.53073e+06	1.47511e+06	4.83885e+06	4.82769e+06	4.72743e+06	4.28146e+06	1.42526e+06	1.42719e+06
P62280	P62280	RS11_HUMAN	RPS11	40S ribosomal protein S11	948643	1.12499e+06	971023	1.10197e+06	419343	308278	791228	928902	1.01509e+06	897173	363252	373741	672934	527519	835090	887989	391635	408978
P62304	P62304	RUXE_HUMAN	SNRPE	Small nuclear ribonucleoprotein E	760181	803980	471287	1.09886e+06	454726	727073			759697	1.1432e+06	628863	663993			1.02851e+06	774459	647874	764619
P62314	P62314	SMD1_HUMAN	SNRPD1	Small nuclear ribonucleoprotein Sm D1	387197	176170	75784.2	294763	202139	180847		197855	256507	363401	313865	158542		224728	344807	128088	205039	179517
P62316	P62316	SMD2_HUMAN	SNRPD2	Small nuclear ribonucleoprotein Sm D2	360481	396355	214207	310680	206683	194044		266156	192208	122447	160008	200651		160403	276399	235642	158897	244527
P62318	P62318	SMD3_HUMAN	SNRPD3	Small nuclear ribonucleoprotein Sm D3	354629	252839	224309	265131	179216	143284			226262	270750	135964	79600.7	232964		184631	272816	157573	135781
P62328;P63313	P63313;P62328	TYB10_HUMAN;TYB4_HUMAN	TMSB10;TMSB4X	Thymosin beta-4	309237	263073	281473	107510	395057	344725	688849	233003	233316	539031	396665	423064		581157	485128	467902	340655	307305
P62330	P62330	ARF6_HUMAN	ARF6	ADP-ribosylation factor 6	194245			50750	341131				130942		367791	303772			213697	289420	285777	211308
P62333	P62333	PRS10_HUMAN	PSMC6	26S proteasome regulatory subunit 10B	383256	379472	398246	443498	290326	271492	79670.4	350950	417706	303618	296349	333201		377364	414076	475077	324871	365172
P62424	P62424	RL7A_HUMAN	RPL7A	60S ribosomal protein L7a	6.00825e+06	6.12487e+06	4.3737e+06	6.46343e+06	3.05546e+06	2.82932e+06	2.7909e+06	5.28261e+06	7.06083e+06	5.25567e+06	2.25424e+06	2.52914e+06	4.22283e+06	3.91318e+06	4.70626e+06	4.13032e+06	2.49318e+06	3.82482e+06
P62491;Q15907	Q15907;P62491	RB11A_HUMAN;RB11B_HUMAN	RAB11A;RAB11B	Ras-related protein Rab-11A	608352	1.02364e+06	1.00054e+06	824459	1.79665e+06	795599		640980	1.13969e+06	536601	1.75317e+06	1.40038e+06		662258	1.0413e+06	1.04243e+06	1.80771e+06	1.25603e+06
P62495	P62495	ERF1_HUMAN	ETF1	Eukaryotic peptide chain release factor subunit 1	1.71709e+06	1.68458e+06	1.63194e+06	1.83887e+06	2.75567e+06	2.01246e+06		1.30602e+06	2.16429e+06	1.24358e+06	2.49267e+06	2.3083e+06		1.27852e+06	2.22104e+06	2.15214e+06	2.34004e+06	2.50576e+06
P62633	P62633	CNBP_HUMAN	CNBP	Cellular nucleic acid-binding protein	969515	739269	433734	1.10611e+06	780160	597292	152751	937316	586748	793646	890119	945040		478829	474736	1.07321e+06	881780	703075
P62701	P62701;Q8TD47	RS4X_HUMAN	RPS4X	40S ribosomal protein S4, X isoform	5.05992e+06	5.49266e+06	3.39297e+06	5.01436e+06	1.84371e+06	1.24215e+06	3.29582e+06	5.75624e+06	5.09283e+06	3.06307e+06	1.43654e+06	1.42962e+06	5.56026e+06	4.64334e+06	3.91397e+06	4.00766e+06	1.62929e+06	1.97271e+06
P62714;P67775	P62714;P67775	PP2AA_HUMAN;PP2AB_HUMAN	PPP2CA;PPP2CB	Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform	534646	744871	551105	359634	393985	461597		796750	440888	370636	584882	523511			625572	450675	646179	553990
P62736;P63267	P68032;P68133;P62736;P63267	ACTA_HUMAN;ACTH_HUMAN	ACTA2;ACTG2	Actin, aortic smooth muscle	1.59744e+07	1.50992e+07	1.53302e+07	1.74782e+07	1.2387e+07	1.4585e+07	1.47442e+06	1.7294e+07	1.75191e+07	1.55684e+07	1.26313e+07	1.3845e+07		4.36097e+07	2.05311e+07	1.77063e+07	9.42162e+06	1.37216e+07
P62750	P62750	RL23A_HUMAN	RPL23A	60S ribosomal protein L23a	1.18713e+06	1.75462e+06	451537	960949	335831	119492	4.11799e+06	1.23415e+06	937976	1.19717e+06	345674	285333	3.14941e+06	937390	1.09587e+06	932611	350586	242906
P62753	P62753	RS6_HUMAN	RPS6	40S ribosomal protein S6	3.30312e+06	3.28266e+06	3.19734e+06	3.26388e+06	1.26682e+06	1.06592e+06	2.44189e+06	3.24815e+06	4.22747e+06	2.5751e+06	929466	1.29212e+06	5.18327e+06	2.12351e+06	3.22161e+06	3.43187e+06	1.15618e+06	1.89036e+06
P62805	P62805	H4_HUMAN	H4C1	Histone H4	1.80511e+07	2.04909e+07	1.07e+08	8.41959e+07	3.74035e+07	4.03968e+07	5.47609e+06	7.16964e+06	7.82707e+07	1.30313e+08	2.13931e+07	3.06956e+07	7.65955e+06	2.84898e+07	1.15112e+08	1.08912e+08	2.10221e+07	6.02465e+07
P62820	P62820	RAB1A_HUMAN	RAB1A	Ras-related protein Rab-1A	45308.4	176296	207630	141453	410020	86540.3			218071	25414.8	501667	352962			327122	140826	554064	350339
P62826	P62826	RAN_HUMAN	RAN	GTP-binding nuclear protein Ran	6.73635e+06	5.85372e+06	5.45913e+06	4.2805e+06	4.71922e+06	3.91968e+06	4.72037e+06	7.12543e+06	4.63782e+06	3.57668e+06	6.30836e+06	5.5952e+06	8.89142e+06	6.49048e+06	5.41373e+06	6.26366e+06	6.15656e+06	3.69175e+06
P62829	P62829	RL23_HUMAN	RPL23	60S ribosomal protein L23	1.3058e+07	7.75354e+06	7.07041e+06	6.28687e+06	3.36848e+06	6.29697e+06	2.97266e+06	1.10249e+07	7.70667e+06	9.41422e+06	2.61611e+06	3.03331e+06		4.68022e+06	5.1415e+06	9.77426e+06	1.8417e+06	3.67372e+06
P62841	P62841	RS15_HUMAN	RPS15	40S ribosomal protein S15	484644	357400	279007	369546	176364	175319		412108	398408	298624	90883.1	132607		482598	433707	348040	86209.4	120662
P62847	P62847	RS24_HUMAN	RPS24	40S ribosomal protein S24	943213	914251	448430	1.3975e+06	485590	269363		1.00941e+06	1.00194e+06	794395	430095	419140		1.01128e+06	910805	587645	386471	436823
P62851	P62851	RS25_HUMAN	RPS25	40S ribosomal protein S25	8.3036e+06	6.98573e+06	5.58103e+06	8.09175e+06	2.79521e+06	1.69189e+06	5.51576e+06	7.88505e+06	7.93166e+06	6.00265e+06	2.34484e+06	1.99938e+06	5.95994e+06	4.92932e+06	7.60549e+06	5.67015e+06	2.11113e+06	2.31035e+06
P62857	P62857	RS28_HUMAN	RPS28	40S ribosomal protein S28	2.67211e+06	1.90964e+06	2.18474e+06	4.23956e+06	2.56413e+06	2.15129e+06	1.46252e+06	1.96708e+06	2.97096e+06	2.89195e+06	3.26766e+06	3.50257e+06	1.11137e+06	1.2576e+06	2.7995e+06	3.24421e+06	3.53107e+06	3.13519e+06
P62861	P62861	RS30_HUMAN	FAU	40S ribosomal protein S30	6.4302e+06	7.07322e+06	5.10216e+06	5.18265e+06	1.99473e+06	1.94304e+06	2.16984e+06	6.63608e+06	5.38073e+06	4.05027e+06	2.54789e+06	2.64303e+06		4.47645e+06	3.79297e+06	5.70048e+06	2.6222e+06	2.56539e+06
P62873	P16520;P62879;P62873	GBB1_HUMAN	GNB1	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1	351154	225133	458386	753985	550419	670964		221967	389469		650404	810693			232534	421844	838535	743088
